Gene_ID,Transcript_ID,Gene,A11.C636,A11,E9,HAP1.C597,KBM7
ENSG00000103429.6,ENST00000426842.2,BFAR,3.60,3.26,3.23,3.70,2.13
ENSG00000133250.9,ENST00000599379.1,ZNF414,3.60,5.41,5.72,3.08,2.29
ENSG00000132879.9,ENST00000376762.4,FBXO44,3.60,3.42,3.98,3.01,0.26
ENSG00000124279.7,ENST00000511261.1,FASTKD3,3.60,2.23,2.17,3.21,2.26
ENSG00000124279.7,ENST00000507036.1,FASTKD3,3.60,2.24,2.17,3.21,2.26
ENSG00000109083.9,ENST00000585313.1,IFT20,3.60,2.76,2.81,3.53,3.03
ENSG00000105821.10,ENST00000379263.3,DNAJC2,3.60,3.21,3.15,3.60,2.35
ENSG00000177084.12,ENST00000320574.5,POLE,3.60,4.18,4.32,3.46,2.22
ENSG00000104833.6,ENST00000596926.1,TUBB4A,3.60,3.16,2.26,3.88,1.08
ENSG00000178761.10,ENST00000566194.1,FAM219B,3.60,3.84,4.62,7.05,9.27
ENSG00000114383.5,ENST00000417867.1,TUSC2,3.60,4.22,3.97,3.55,2.05
ENSG00000125648.10,ENST00000414491.2,SLC25A23,3.60,4.64,4.66,3.86,3.24
ENSG00000084072.12,ENST00000324379.5,PPIE,3.60,2.93,3.12,3.28,3.01
ENSG00000166946.9,ENST00000568507.1,CCNDBP1,3.60,2.73,2.49,3.43,4.83
ENSG00000166946.9,ENST00000356633.5,CCNDBP1,3.60,2.73,2.49,3.43,4.83
ENSG00000144231.6,ENST00000409698.1,POLR2D,3.60,2.97,3.00,3.62,2.07
ENSG00000070770.4,ENST00000262506.3,CSNK2A2,3.59,3.12,2.89,3.36,3.01
ENSG00000084072.12,ENST00000495526.1,PPIE,3.59,2.93,3.12,3.28,3.01
ENSG00000136247.10,ENST00000396706.2,ZDHHC4,3.59,2.94,2.96,3.57,2.73
ENSG00000147533.12,ENST00000520817.1,GOLGA7,3.59,2.59,2.57,3.06,3.76
ENSG00000160606.6,ENST00000292090.3,TLCD1,3.59,4.73,5.50,3.55,1.61
ENSG00000093000.14,ENST00000407019.2,NUP50,3.59,3.48,3.17,3.34,2.08
ENSG00000166946.9,ENST00000565296.1,CCNDBP1,3.59,2.72,2.49,3.43,4.83
ENSG00000160294.6,ENST00000291688.1,MCM3AP,3.59,3.70,3.88,3.45,2.88
ENSG00000047849.17,ENST00000441748.2,MAP4,3.59,4.01,3.77,3.88,1.49
ENSG00000166946.9,ENST00000569745.1,CCNDBP1,3.59,2.72,2.49,3.43,4.82
ENSG00000163608.10,ENST00000489848.1,C3orf17,3.59,2.70,3.99,3.54,2.57
ENSG00000168876.4,ENST00000544612.1,ANKRD49,3.59,3.19,3.01,3.14,6.63
ENSG00000163728.6,ENST00000470669.1,TTC14,3.59,3.12,3.44,3.17,3.86
ENSG00000100814.13,ENST00000358932.4,CCNB1IP1,3.59,2.92,2.99,3.20,5.62
ENSG00000183248.7,ENST00000539422.1,CTD-3193O13.9,3.59,8.49,6.58,3.38,0.56
ENSG00000115368.5,ENST00000427960.1,WDR75,3.59,3.10,3.42,3.60,3.22
ENSG00000100814.13,ENST00000353689.4,CCNB1IP1,3.59,2.92,2.99,3.20,5.62
ENSG00000101447.9,ENST00000217429.4,FAM83D,3.59,2.80,2.99,3.66,0.98
ENSG00000170584.6,ENST00000302764.4,NUDCD2,3.59,2.41,2.35,3.44,2.36
ENSG00000111325.12,ENST00000397389.2,OGFOD2,3.59,3.97,4.48,3.44,3.47
ENSG00000176986.10,ENST00000546025.1,SEC24C,3.59,3.79,3.65,3.60,2.64
ENSG00000103253.13,ENST00000564537.1,HAGHL,3.58,3.69,4.47,3.58,2.87
ENSG00000115368.5,ENST00000436347.1,WDR75,3.58,3.09,3.42,3.60,3.22
ENSG00000160294.6,ENST00000397708.1,MCM3AP,3.58,3.68,3.86,3.44,2.86
ENSG00000140931.15,ENST00000564060.1,CMTM3,3.58,4.03,3.75,3.13,4.27
ENSG00000132182.7,ENST00000254508.5,NUP210,3.58,3.38,4.07,3.81,2.04
ENSG00000006282.15,ENST00000505085.1,SPATA20,3.58,4.47,4.57,3.56,4.56
ENSG00000115368.5,ENST00000314761.4,WDR75,3.58,3.09,3.42,3.59,3.21
ENSG00000135926.8,ENST00000439306.1,TMBIM1,3.58,3.33,2.07,3.59,5.67
ENSG00000166946.9,ENST00000563065.1,CCNDBP1,3.58,2.71,2.48,3.42,4.81
ENSG00000167535.3,ENST00000551544.1,CACNB3,3.58,3.46,3.44,3.29,1.70
ENSG00000167535.3,ENST00000547230.1,CACNB3,3.58,3.46,3.44,3.29,1.70
ENSG00000161513.7,ENST00000544854.1,FDXR,3.58,4.86,5.09,3.10,6.81
ENSG00000146281.5,ENST00000275072.4,PM20D2,3.58,3.26,2.63,3.75,4.29
ENSG00000140265.8,ENST00000396972.1,ZSCAN29,3.58,3.10,3.34,3.57,3.49
ENSG00000198715.7,ENST00000368264.1,C1orf85,3.58,4.10,0.09,3.04,0.03
ENSG00000100726.10,ENST00000262319.6,TELO2,3.58,4.00,4.12,3.36,2.31
ENSG00000189057.6,ENST00000343597.3,FAM111B,3.58,2.34,1.81,2.86,0.46
ENSG00000140265.8,ENST00000396976.2,ZSCAN29,3.57,3.10,3.34,3.58,3.49
ENSG00000124596.12,ENST00000464633.1,OARD1,3.57,3.87,3.70,3.69,4.42
ENSG00000221978.7,ENST00000425598.2,CCNL2,3.57,3.62,3.48,3.28,2.91
ENSG00000178188.10,ENST00000395532.4,SH2B1,3.57,5.20,5.50,3.17,2.83
ENSG00000168092.9,ENST00000419197.2,PAFAH1B2,3.57,2.79,2.62,3.51,1.88
ENSG00000184716.9,ENST00000457418.1,SERINC4,3.57,3.89,4.08,3.84,4.44
ENSG00000171865.5,ENST00000436842.1,RNASEH1,3.57,3.42,3.58,3.55,1.58
ENSG00000143486.11,ENST00000367114.3,EIF2D,3.57,3.72,3.77,3.41,4.94
ENSG00000188603.12,ENST00000395653.4,CLN3,3.57,4.03,2.83,3.31,2.62
ENSG00000100109.12,ENST00000407690.1,TFIP11,3.57,3.38,3.15,3.70,3.04
ENSG00000156873.11,ENST00000563588.1,PHKG2,3.57,3.85,4.00,3.37,2.84
ENSG00000256060.2,ENST00000543226.1,TRAPPC2P1,3.57,3.07,3.10,3.11,2.18
ENSG00000172775.12,ENST00000566403.1,FAM192A,3.57,3.99,4.09,3.45,3.05
ENSG00000111802.9,ENST00000378198.4,TDP2,3.57,2.69,2.36,3.44,2.79
ENSG00000065057.3,ENST00000219066.1,NTHL1,3.57,3.80,4.24,3.53,2.23
ENSG00000142731.6,ENST00000514379.1,PLK4,3.57,3.30,3.43,3.70,4.04
ENSG00000111144.5,ENST00000552789.1,LTA4H,3.57,2.85,2.41,3.34,5.30
ENSG00000189057.6,ENST00000411426.1,FAM111B,3.57,2.33,1.81,2.85,0.46
ENSG00000109685.13,ENST00000312087.6,WHSC1,3.56,3.48,3.55,3.62,2.55
ENSG00000188603.12,ENST00000360019.2,CLN3,3.56,4.01,2.80,3.31,2.63
ENSG00000109685.13,ENST00000382895.3,WHSC1,3.56,3.48,3.55,3.62,2.55
ENSG00000124535.11,ENST00000380773.4,WRNIP1,3.56,3.59,3.52,3.61,3.51
ENSG00000124535.11,ENST00000380771.4,WRNIP1,3.56,3.59,3.52,3.61,3.51
ENSG00000164172.14,ENST00000527216.1,MOCS2,3.56,2.45,1.81,3.81,1.13
ENSG00000111144.5,ENST00000413268.2,LTA4H,3.56,2.85,2.41,3.34,5.30
ENSG00000081721.7,ENST00000367943.4,DUSP12,3.56,4.09,4.23,3.53,3.74
ENSG00000180228.8,ENST00000325748.4,PRKRA,3.56,3.36,3.65,3.44,3.14
ENSG00000101199.8,ENST00000519273.2,ARFGAP1,3.56,4.10,4.61,3.25,2.22
ENSG00000101199.8,ENST00000520485.1,ARFGAP1,3.56,4.10,4.61,3.25,2.22
ENSG00000165480.11,ENST00000400018.3,SKA3,3.56,3.07,2.94,3.29,1.91
ENSG00000165480.11,ENST00000298260.4,SKA3,3.56,3.07,2.94,3.29,1.91
ENSG00000175482.4,ENST00000530584.1,POLD4,3.56,3.26,2.57,3.53,6.36
ENSG00000115286.15,ENST00000414651.2,NDUFS7,3.56,4.95,5.21,3.72,3.21
ENSG00000109685.13,ENST00000382892.2,WHSC1,3.56,3.48,3.55,3.62,2.55
ENSG00000109685.13,ENST00000353275.5,WHSC1,3.56,3.48,3.55,3.62,2.55
ENSG00000109685.13,ENST00000382891.5,WHSC1,3.56,3.48,3.55,3.62,2.55
ENSG00000120727.8,ENST00000510080.1,PAIP2,3.56,2.60,2.41,3.41,2.96
ENSG00000258388.3,ENST00000428388.2,PPT2-EGFL8,3.56,4.25,4.40,3.49,3.64
ENSG00000166946.9,ENST00000566515.1,CCNDBP1,3.56,2.70,2.47,3.41,4.79
ENSG00000178127.8,ENST00000400033.1,NDUFV2,3.56,2.97,3.01,3.54,3.56
ENSG00000212864.2,ENST00000392827.1,RNF208,3.56,5.07,5.30,3.58,4.11
ENSG00000180228.8,ENST00000424699.1,PRKRA,3.56,3.39,3.68,3.44,3.14
ENSG00000180228.8,ENST00000438687.3,PRKRA,3.56,3.39,3.68,3.44,3.14
ENSG00000110881.7,ENST00000552438.1,ASIC1,3.56,3.58,3.52,3.58,4.28
ENSG00000149503.8,ENST00000278849.4,INCENP,3.56,4.96,5.13,3.62,2.36
ENSG00000184716.9,ENST00000299969.6,SERINC4,3.56,3.87,4.06,3.82,4.42
ENSG00000185651.10,ENST00000342192.4,UBE2L3,3.56,3.43,3.35,3.38,1.64
ENSG00000165716.5,ENST00000371692.4,FAM69B,3.56,4.34,5.11,3.38,4.93
ENSG00000115204.10,ENST00000405076.1,MPV17,3.56,3.60,2.75,3.11,2.94
ENSG00000130640.9,ENST00000417178.2,TUBGCP2,3.56,4.04,4.33,3.50,2.44
ENSG00000143486.11,ENST00000271764.2,EIF2D,3.56,3.71,3.76,3.39,4.92
ENSG00000183340.5,ENST00000332349.4,JRKL,3.55,2.78,3.57,3.04,9.97
ENSG00000165480.11,ENST00000314759.5,SKA3,3.55,3.07,2.94,3.28,1.91
ENSG00000197894.6,ENST00000505652.1,ADH5,3.55,2.30,2.17,3.49,1.67
ENSG00000136158.6,ENST00000377102.1,SPRY2,3.55,3.80,2.11,2.12,2.90
ENSG00000166801.11,ENST00000533703.1,FAM111A,3.55,2.93,1.99,1.97,7.65
ENSG00000157911.5,ENST00000288774.3,PEX10,3.55,4.17,4.89,3.50,1.59
ENSG00000241127.3,ENST00000223273.2,YAE1D1,3.55,2.99,3.00,3.51,2.10
ENSG00000197147.8,ENST00000439853.1,LRRC8B,3.55,2.89,2.59,3.43,1.04
ENSG00000102981.5,ENST00000219255.3,PARD6A,3.55,3.86,4.85,3.91,0.82
ENSG00000108559.7,ENST00000573584.1,NUP88,3.55,2.58,2.57,3.40,2.40
ENSG00000109046.10,ENST00000583193.1,WSB1,3.55,3.89,4.07,3.55,5.38
ENSG00000008128.18,ENST00000356200.3,CDK11A,3.55,4.82,4.64,3.51,2.08
ENSG00000168872.11,ENST00000417604.2,DDX19A,3.55,3.63,3.48,3.58,1.85
ENSG00000155229.16,ENST00000415383.1,MMS19,3.55,3.21,3.40,3.64,2.79
ENSG00000155229.16,ENST00000327277.7,MMS19,3.55,3.21,3.40,3.64,2.79
ENSG00000147889.12,ENST00000304494.5,CDKN2A,3.55,4.19,4.07,3.40,13.69
ENSG00000120705.8,ENST00000512198.1,ETF1,3.55,1.85,1.78,3.29,1.44
ENSG00000154359.8,ENST00000534446.1,LONRF1,3.55,1.93,1.61,3.25,4.59
ENSG00000182054.5,ENST00000330062.3,IDH2,3.55,3.88,2.88,3.23,12.11
ENSG00000205060.6,ENST00000378509.4,SLC35B4,3.55,3.30,3.35,3.34,2.00
ENSG00000177426.16,ENST00000400167.2,TGIF1,3.55,3.73,5.19,3.72,4.06
ENSG00000164548.6,ENST00000448549.1,TRA2A,3.54,3.72,3.62,3.41,2.52
ENSG00000167193.7,ENST00000398970.5,CRK,3.54,2.46,2.45,3.56,1.16
ENSG00000204267.9,ENST00000374899.4,TAP2,3.54,3.29,2.10,3.19,3.95
ENSG00000130640.9,ENST00000368563.2,TUBGCP2,3.54,4.03,4.31,3.49,2.42
ENSG00000110172.7,ENST00000533772.1,CHORDC1,3.54,3.23,3.04,3.34,1.06
ENSG00000167193.7,ENST00000300574.2,CRK,3.54,2.46,2.45,3.56,1.15
ENSG00000167925.11,ENST00000593209.1,GHDC,3.54,3.60,3.88,3.53,5.46
ENSG00000162972.6,ENST00000392290.1,C2orf47,3.54,2.09,2.11,3.22,2.15
ENSG00000100504.12,ENST00000532462.1,PYGL,3.54,3.22,2.63,2.92,3.12
ENSG00000121060.10,ENST00000537230.1,TRIM25,3.54,3.61,2.72,3.32,2.21
ENSG00000169612.3,ENST00000304191.3,FAM103A1,3.54,3.69,3.69,6.75,4.42
ENSG00000180011.6,ENST00000322342.3,ZADH2,3.54,3.13,2.31,3.28,4.68
ENSG00000146574.11,ENST00000538180.1,CCZ1B,3.54,2.95,2.82,3.33,2.83
ENSG00000112715.16,ENST00000372067.3,VEGFA,3.54,3.27,3.04,3.56,4.92
ENSG00000176842.10,ENST00000558597.1,IRX5,3.54,4.36,3.31,2.96,2.49
ENSG00000242259.4,ENST00000333059.5,C22orf39,3.53,4.13,4.07,3.61,5.15
ENSG00000170166.5,ENST00000306324.3,HOXD4,3.53,4.90,4.14,3.52,0.02
ENSG00000170581.9,ENST00000557235.1,STAT2,3.53,4.17,2.76,3.15,1.71
ENSG00000155508.9,ENST00000285896.6,CNOT8,3.53,2.56,2.20,3.26,5.77
ENSG00000198736.7,ENST00000399753.2,MSRB1,3.53,3.33,3.63,2.96,1.12
ENSG00000198000.7,ENST00000360868.3,NOL8,3.53,3.28,3.05,3.50,3.20
ENSG00000105443.9,ENST00000452733.2,CYTH2,3.53,5.47,5.86,3.47,3.18
ENSG00000182093.10,ENST00000380708.1,WRB,3.53,2.53,2.34,3.35,2.17
ENSG00000137807.9,ENST00000260363.4,KIF23,3.53,3.24,3.72,7.39,4.61
ENSG00000068028.13,ENST00000395126.3,RASSF1,3.53,3.30,3.20,3.51,9.21
ENSG00000164484.7,ENST00000392429.1,TMEM200A,3.53,3.62,1.11,3.08,0.07
ENSG00000155508.9,ENST00000403027.2,CNOT8,3.53,2.56,2.20,3.26,5.76
ENSG00000100902.6,ENST00000540871.1,PSMA6,3.53,2.43,2.40,3.27,2.71
ENSG00000214046.4,ENST00000487416.2,SMIM7,3.53,3.10,2.98,3.48,2.10
ENSG00000173599.9,ENST00000529047.1,PC,3.53,3.64,3.74,3.45,1.71
ENSG00000132563.11,ENST00000506158.1,REEP2,3.53,4.08,3.41,3.54,0.33
ENSG00000110442.7,ENST00000452374.2,COMMD9,3.53,3.63,2.65,3.14,2.15
ENSG00000102981.5,ENST00000602551.1,PARD6A,3.52,3.83,4.81,3.88,0.82
ENSG00000166946.9,ENST00000300213.4,CCNDBP1,3.52,2.68,2.45,3.37,4.74
ENSG00000137807.9,ENST00000352331.4,KIF23,3.52,3.24,3.72,7.38,4.60
ENSG00000121579.8,ENST00000481432.1,NAA50,3.52,2.59,2.73,3.40,1.84
ENSG00000182054.5,ENST00000559482.1,IDH2,3.52,3.86,2.88,3.18,12.08
ENSG00000112511.13,ENST00000487667.1,PHF1,3.52,3.76,4.41,3.57,3.88
ENSG00000166145.10,ENST00000431806.1,SPINT1,3.52,2.50,2.40,3.72,4.13
ENSG00000182054.5,ENST00000539790.1,IDH2,3.52,3.86,2.88,3.18,12.09
ENSG00000182054.5,ENST00000560061.1,IDH2,3.52,3.86,2.88,3.18,12.09
ENSG00000048140.13,ENST00000515708.1,TSPAN17,3.52,3.58,3.45,3.37,1.04
ENSG00000169504.10,ENST00000488683.1,CLIC4,3.52,1.93,1.61,3.32,0.95
ENSG00000172216.4,ENST00000303004.3,CEBPB,3.52,1.83,2.58,2.37,4.85
ENSG00000136541.10,ENST00000397283.2,ERMN,3.52,3.64,4.87,1.82,0.14
ENSG00000081721.7,ENST00000484291.1,DUSP12,3.52,4.04,4.18,3.49,3.70
ENSG00000005302.13,ENST00000361672.2,MSL3,3.52,3.82,4.15,3.44,3.42
ENSG00000005302.13,ENST00000468149.1,MSL3,3.52,3.82,4.15,3.44,3.41
ENSG00000169504.10,ENST00000374379.4,CLIC4,3.52,1.93,1.61,3.32,0.95
ENSG00000102981.5,ENST00000458121.2,PARD6A,3.52,3.82,4.81,3.88,0.82
ENSG00000117614.5,ENST00000354361.3,SYF2,3.52,3.12,3.60,3.46,5.53
ENSG00000167535.3,ENST00000301050.2,CACNB3,3.52,3.40,3.38,3.24,1.67
ENSG00000155229.16,ENST00000438925.2,MMS19,3.52,3.18,3.37,3.61,2.76
ENSG00000104835.10,ENST00000448145.2,SARS2,3.52,4.16,4.39,3.22,1.21
ENSG00000269205.1,ENST00000598236.1,AC005606.1,3.52,4.38,5.44,3.39,0.68
ENSG00000168824.10,ENST00000513829.1,NSG1,3.52,2.97,1.96,3.60,0.01
ENSG00000100300.13,ENST00000583777.1,TSPO,3.52,3.17,3.02,3.56,4.24
ENSG00000196199.9,ENST00000361479.5,MPHOSPH8,3.52,3.83,2.57,3.53,2.32
ENSG00000137807.9,ENST00000559279.1,KIF23,3.52,3.23,3.71,7.37,4.60
ENSG00000189403.10,ENST00000405805.1,HMGB1,3.52,2.87,2.92,3.40,2.89
ENSG00000102081.9,ENST00000370477.1,FMR1,3.52,3.04,2.44,3.52,1.76
ENSG00000131165.10,ENST00000550102.1,CHMP1A,3.52,3.62,3.61,3.22,1.53
ENSG00000120253.9,ENST00000460354.2,NUP43,3.52,2.50,2.53,3.34,3.39
ENSG00000090061.13,ENST00000389879.5,CCNK,3.52,3.88,3.99,3.54,2.76
ENSG00000155229.16,ENST00000370782.2,MMS19,3.52,3.18,3.37,3.61,2.76
ENSG00000174276.5,ENST00000310597.4,ZNHIT2,3.52,4.21,4.68,3.42,1.37
ENSG00000184716.9,ENST00000319327.6,SERINC4,3.52,3.82,4.02,3.77,4.36
ENSG00000006377.9,ENST00000518156.2,DLX6,3.51,4.13,3.94,3.86,0.27
ENSG00000105171.5,ENST00000585603.1,POP4,3.51,3.23,2.97,3.30,1.88
ENSG00000100300.13,ENST00000396265.3,TSPO,3.51,3.17,3.01,3.55,4.24
ENSG00000078618.15,ENST00000354831.7,NRD1,3.51,2.67,2.39,3.47,2.38
ENSG00000078618.15,ENST00000352171.7,NRD1,3.51,2.67,2.39,3.47,2.38
ENSG00000175482.4,ENST00000312419.3,POLD4,3.51,3.22,2.54,3.50,6.27
ENSG00000088833.13,ENST00000216879.4,NSFL1C,3.51,3.67,3.66,3.29,3.13
ENSG00000076928.13,ENST00000347545.4,ARHGEF1,3.51,4.77,4.20,3.11,4.31
ENSG00000241685.4,ENST00000432884.2,ARPC1A,3.51,3.02,2.95,3.36,1.39
ENSG00000241685.4,ENST00000441989.2,ARPC1A,3.51,3.02,2.95,3.36,1.39
ENSG00000160867.10,ENST00000393637.1,FGFR4,3.51,2.84,2.63,3.86,0.96
ENSG00000198000.7,ENST00000545558.1,NOL8,3.51,3.26,3.04,3.51,3.20
ENSG00000198000.7,ENST00000358855.4,NOL8,3.51,3.26,3.04,3.51,3.20
ENSG00000068394.9,ENST00000156109.5,GPKOW,3.51,4.10,4.09,3.80,3.68
ENSG00000198000.7,ENST00000536593.1,NOL8,3.51,3.26,3.04,3.51,3.20
ENSG00000162972.6,ENST00000295079.2,C2orf47,3.51,2.10,2.11,3.19,2.12
ENSG00000100300.13,ENST00000337554.3,TSPO,3.51,3.16,3.01,3.55,4.23
ENSG00000120253.9,ENST00000340413.2,NUP43,3.51,2.50,2.52,3.33,3.38
ENSG00000076928.13,ENST00000599846.1,ARHGEF1,3.51,4.76,4.19,3.11,4.30
ENSG00000103044.6,ENST00000219322.3,HAS3,3.51,2.64,2.48,3.55,2.10
ENSG00000127334.10,ENST00000344096.3,DYRK2,3.50,2.77,2.75,3.25,3.91
ENSG00000076928.13,ENST00000354532.3,ARHGEF1,3.50,4.76,4.19,3.11,4.30
ENSG00000113845.5,ENST00000463927.2,TIMMDC1,3.50,2.60,2.29,3.18,2.11
ENSG00000117360.8,ENST00000414970.2,PRPF3,3.50,3.86,4.16,3.54,1.83
ENSG00000072062.9,ENST00000308677.4,PRKACA,3.50,3.99,4.26,3.51,1.93
ENSG00000048140.13,ENST00000508164.1,TSPAN17,3.50,3.56,3.43,3.35,1.04
ENSG00000166619.8,ENST00000397137.1,BLCAP,3.50,3.25,3.10,3.67,3.06
ENSG00000008128.18,ENST00000378638.2,CDK11A,3.50,4.74,4.56,3.46,2.04
ENSG00000008128.18,ENST00000509982.1,CDK11A,3.50,4.74,4.56,3.46,2.04
ENSG00000255339.2,ENST00000557395.1,NDUFB8,3.50,3.74,3.82,3.70,4.56
ENSG00000188603.12,ENST00000568497.1,CLN3,3.50,4.10,2.82,3.12,2.55
ENSG00000088833.13,ENST00000381658.4,NSFL1C,3.50,3.66,3.65,3.28,3.12
ENSG00000101557.10,ENST00000383589.2,USP14,3.50,2.34,1.90,3.19,1.28
ENSG00000088836.8,ENST00000380056.3,SLC4A11,3.50,3.73,3.22,2.94,3.66
ENSG00000155508.9,ENST00000517876.1,CNOT8,3.50,2.55,2.19,3.23,5.70
ENSG00000174013.7,ENST00000311630.6,FBXO45,3.50,2.15,1.82,3.30,2.46
ENSG00000166136.11,ENST00000531258.1,NDUFB8,3.50,3.73,3.81,3.70,4.55
ENSG00000166801.11,ENST00000361723.3,FAM111A,3.50,2.88,1.96,1.92,7.53
ENSG00000100603.9,ENST00000554775.1,SNW1,3.50,2.99,3.02,3.50,2.76
ENSG00000167291.11,ENST00000570373.1,TBC1D16,3.50,3.27,3.81,2.44,0.55
ENSG00000115944.10,ENST00000463055.1,COX7A2L,3.50,3.48,2.96,3.45,4.06
ENSG00000147889.12,ENST00000579122.1,CDKN2A,3.49,4.31,4.21,3.35,13.54
ENSG00000166411.9,ENST00000560396.1,IDH3A,3.49,2.54,2.31,5.84,2.60
ENSG00000100554.7,ENST00000555474.1,ATP6V1D,3.49,2.27,1.60,3.09,0.76
ENSG00000163516.9,ENST00000435521.1,ANKZF1,3.49,3.55,3.87,4.00,4.82
ENSG00000159348.8,ENST00000367249.4,CYB5R1,3.49,2.58,2.93,3.43,3.75
ENSG00000135506.11,ENST00000389146.6,OS9,3.49,3.78,3.67,3.54,5.39
ENSG00000155229.16,ENST00000355839.6,MMS19,3.49,3.16,3.35,3.59,2.74
ENSG00000100603.9,ENST00000261531.7,SNW1,3.49,2.98,3.02,3.49,2.75
ENSG00000048140.13,ENST00000298564.10,TSPAN17,3.49,3.55,3.42,3.34,1.03
ENSG00000075399.8,ENST00000389386.3,VPS9D1,3.49,4.76,6.37,3.28,0.97
ENSG00000117360.8,ENST00000324862.6,PRPF3,3.49,3.84,4.15,3.53,1.82
ENSG00000167641.6,ENST00000587515.1,PPP1R14A,3.49,3.21,4.43,3.58,3.07
ENSG00000257103.4,ENST00000433627.5,LSM14A,3.49,2.97,3.11,3.34,2.69
ENSG00000168887.6,ENST00000423181.1,C2orf68,3.49,3.94,4.08,3.21,4.64
ENSG00000163467.7,ENST00000368255.3,TSACC,3.49,3.43,3.58,3.66,1.13
ENSG00000168824.10,ENST00000433139.2,NSG1,3.49,2.97,1.96,3.57,0.01
ENSG00000166965.8,ENST00000394258.2,RCCD1,3.49,3.37,3.90,3.65,5.21
ENSG00000074696.8,ENST00000566511.1,PTPLAD1,3.49,2.65,2.11,7.57,2.49
ENSG00000013561.13,ENST00000394519.1,RNF14,3.49,2.31,2.07,3.42,1.58
ENSG00000135930.9,ENST00000409322.1,EIF4E2,3.49,3.55,3.54,3.37,2.09
ENSG00000198000.7,ENST00000545444.1,NOL8,3.49,3.23,3.02,3.48,3.17
ENSG00000100949.10,ENST00000560127.1,RABGGTA,3.48,4.30,4.02,3.41,3.28
ENSG00000013561.13,ENST00000394514.2,RNF14,3.48,2.31,2.07,3.42,1.58
ENSG00000237190.3,ENST00000458198.2,CDKN2AIPNL,3.48,2.42,2.65,3.31,2.47
ENSG00000198000.7,ENST00000442668.2,NOL8,3.48,3.23,3.01,3.48,3.17
ENSG00000205302.2,ENST00000379516.2,SNX2,3.48,2.45,1.58,3.54,1.96
ENSG00000214046.4,ENST00000602194.1,SMIM7,3.48,3.08,3.03,3.47,2.09
ENSG00000157911.5,ENST00000447513.2,PEX10,3.48,4.10,4.82,3.40,1.58
ENSG00000060688.8,ENST00000263694.4,SNRNP40,3.48,2.91,2.82,3.57,1.87
ENSG00000178188.10,ENST00000545570.1,SH2B1,3.48,5.06,5.34,3.08,2.76
ENSG00000198816.5,ENST00000597229.1,ZNF358,3.48,5.26,6.33,3.44,3.52
ENSG00000242259.4,ENST00000399562.4,C22orf39,3.48,4.14,4.14,3.56,5.50
ENSG00000013563.9,ENST00000309585.5,DNASE1L1,3.48,3.97,3.91,3.33,2.48
ENSG00000213523.5,ENST00000336283.6,SRA1,3.48,3.25,3.49,3.15,1.87
ENSG00000256045.1,ENST00000545075.1,MTRNR2L10,3.48,2.34,2.47,3.55,11.70
ENSG00000148019.8,ENST00000277082.5,CEP78,3.48,3.10,2.69,3.11,1.03
ENSG00000048140.13,ENST00000310032.8,TSPAN17,3.48,3.54,3.41,3.32,1.03
ENSG00000257103.4,ENST00000544216.3,LSM14A,3.48,2.95,3.09,3.33,2.67
ENSG00000148019.8,ENST00000376597.4,CEP78,3.48,3.10,2.69,3.11,1.03
ENSG00000136877.10,ENST00000373228.1,FPGS,3.48,4.34,4.82,3.44,4.71
ENSG00000178127.8,ENST00000318388.6,NDUFV2,3.48,2.94,2.97,3.46,3.51
ENSG00000013561.13,ENST00000347642.3,RNF14,3.47,2.30,2.06,3.41,1.57
ENSG00000148019.8,ENST00000415759.2,CEP78,3.47,3.10,2.68,3.10,1.03
ENSG00000101266.12,ENST00000217244.3,CSNK2A1,3.47,3.14,3.16,3.43,2.83
ENSG00000101266.12,ENST00000349736.5,CSNK2A1,3.47,3.14,3.16,3.43,2.83
ENSG00000073849.10,ENST00000448044.1,ST6GAL1,3.47,3.33,3.84,4.14,1.71
ENSG00000178802.13,ENST00000566377.1,MPI,3.47,3.44,3.56,7.37,7.51
ENSG00000101346.7,ENST00000375749.3,POFUT1,3.47,3.12,3.18,3.47,2.11
ENSG00000135452.5,ENST00000549052.1,TSPAN31,3.47,3.20,3.37,3.52,3.86
ENSG00000109270.8,ENST00000499666.2,LAMTOR3,3.47,2.49,2.14,3.17,1.75
ENSG00000167470.8,ENST00000591446.2,MIDN,3.47,4.63,6.59,3.55,1.72
ENSG00000243989.3,ENST00000404366.2,ACY1,3.47,3.50,4.11,3.35,4.78
ENSG00000161671.12,ENST00000599293.1,EMC10,3.47,4.20,5.06,4.38,1.45
ENSG00000168802.8,ENST00000519520.1,CHTF8,3.47,3.59,3.60,3.58,2.17
ENSG00000100413.12,ENST00000337566.5,POLR3H,3.47,3.38,3.56,3.45,1.17
ENSG00000111325.12,ENST00000545317.1,OGFOD2,3.47,3.97,4.44,3.37,3.37
ENSG00000120837.3,ENST00000240055.3,NFYB,3.47,2.74,2.91,3.35,1.97
ENSG00000168824.10,ENST00000397958.1,NSG1,3.47,2.94,1.94,3.55,0.01
ENSG00000198276.9,ENST00000369892.3,UCKL1,3.47,5.49,5.71,3.37,1.93
ENSG00000198276.9,ENST00000358711.3,UCKL1,3.47,5.49,5.71,3.37,1.93
ENSG00000022267.12,ENST00000535737.1,FHL1,3.47,2.49,2.23,3.31,0.34
ENSG00000198000.7,ENST00000544867.1,NOL8,3.47,3.23,3.01,3.46,3.16
